transaction_id,timestamp,customer_name,city,product,category,quantity,unit_price_eur,payment_method,satisfaction_score,returned
65,2026-05-09 1:31:15,Farrah Neeson,Leipzig,Tastatur,Electronics,3,541.08,Barzahlung,4,Ja
66,2025-11-10 18:18:31,Ellis Bartoloma,Frankfurt,Smartphone,Electronics,8,482.78,Banküberweisung,2,Nein
67,2025-09-12 5:17:12,Aldous Chiommienti,Leipzig,Kopfhörer,Zubehör,6,718.82,PayPal,4,Nein
68,2025-09-23 22:23:44,Beverly Symonds,Köln,Webcam,Electronics,3,960.11,Kreditkarte,4,Nein
69,2026-02-13 13:57:47,Druci Urry,Leipzig,Tastatur,Zubehör,4,254.62,PayPal,1,Nein
70,2025-08-11 21:37:51,Uriel Leonida,Leipzig,Kopfhörer,Electronics,5,146.01,Kreditkarte,,Ja
71,2025-07-01 13:12:36,Charil Haistwell,Leipzig,Monitor,Zubehör,6,194.19,Barzahlung,5,Nein
72,2025-07-03 13:11:28,Ali Blackey,Köln,Maus,Zubehör,4,125.77,PayPal,3,Nein
73,2026-05-19 2:28:57,Colan Kitlee,Düsseldorf,Kopfhörer,Zubehör,5,564.07,PayPal,1,Nein
74,2025-10-21 12:31:12,Brandea Forsey,Leipzig,Monitor,Zubehör,6,797.19,Barzahlung,4,Nein
75,2026-02-02 21:31:50,Kirsteni Samart,Frankfurt,Tastatur,Zubehör,9,108.46,Banküberweisung,4,Ja
76,2025-06-26 16:46:53,Cristen Kingett,Düsseldorf,Monitor,Electronics,7,775.81,PayPal,1,Nein
77,2026-03-15 10:41:13,Bertina Streeton,München,Kopfhörer,Electronics,1,392.39,Barzahlung,3,Nein
78,2025-06-21 19:17:15,Devlen Reef,Berlin,USB-Hub,Zubehör,1,520.99,PayPal,1,Nein
79,2025-06-26 6:06:54,Hayden Staig,Stuttgart,Monitor,Electronics,10,767.67,Barzahlung,1,Ja
80,2025-07-11 0:59:07,Vina MacMenamie,berlin,Monitor,Zubehör,2,241.08,Kreditkarte,2,Nein
81,2025-11-15 1:10:36,Vevay Cockren,Frankfurt,Maus,Zubehör,5,66.95,Kreditkarte,5,Nein
82,2026-01-15 22:14:58,Johan Plunkett,Hamburg,Webcam,Electronics,5,782.28,Banküberweisung,5,Nein
83,2026-03-14 6:50:09,Eran Shillam,Leipzig,Monitor,Electronics,10,133.36,PayPal,2,Nein
84,2025-08-27 3:36:18,Rozella Charley,Leipzig,Maus,Electronics,3,807.26,PayPal,3,Nein
85,2025-09-12 0:47:36,Netti Caulfield,Hamburg,Kopfhörer,Zubehör,6,408.52,Banküberweisung,5,Ja
86,2026-02-04 1:56:01,Heriberto Boich,Berlin,Monitor,Electronics,7,995.26,Kreditkarte,5,Nein
87,2026-03-22 18:20:06,Deeann Killner,Stuttgart,Tastatur,Zubehör,10,163.77,Barzahlung,1,Nein
88,2025-11-02 5:54:08,Matilde Dowles,Berlin,Kopfhörer,Zubehör,0,514.51,Kreditkarte,,Nein
89,2025-11-05 3:21:13,Brianne Kernar,Köln,Maus,Zubehör,4,421.11,Barzahlung,2,Nein
90,2026-01-08 10:22:30,Tadeas Bakhrushin,Stuttgart,Webcam,Electronics,9,1091.23,Kreditkarte,4,Ja
91,2025-08-31 11:02:22,Durand Braunes,München,Webcam,Zubehör,3,498.27,Barzahlung,4,Nein
92,2025-08-18 14:19:50,Alameda Head,Hamburg,Kopfhörer,Electronics,3,360.9,Banküberweisung,5,Nein
93,2025-09-24 8:34:16,Griselda Dami,berlin,Laptop,Zubehör,8,844.2,Kreditkarte,5,Nein
94,2026-06-03 22:38:04,Kellie Tedstone,Köln,Monitor,Electronics,7,456.32,PayPal,5,Nein
95,2025-10-06 5:27:33,Christina Langdon,Stuttgart,Tastatur,Electronics,1,726.66,Kreditkarte,4,Nein
96,2025-07-31 1:39:29,Winnah Crosseland,Stuttgart,Maus,Electronics,2,476.74,PayPal,2,Nein
97,2025-12-20 9:53:29,Julio Tewelson,Frankfurt,Monitor,Electronics,8,1171.09,Barzahlung,4,Nein
98,2025-11-24 21:48:02,Northrop Reisenberg,Köln,USB-Hub,Zubehör,2,983.08,Kreditkarte,4,Nein
99,2025-12-26 15:31:26,Meggie Evitts,Leipzig,USB-Hub,Electronics,4,461.86,PayPal,4,Nein
100,2026-04-18 8:36:32,Chelsey Harrigan,Frankfurt,Kopfhörer,Zubehör,6,913.58,Banküberweisung,1,Nein
101,2025-11-29 13:34:11,Teodoor Duffree,Düsseldorf,Webcam,Electronics,3,1043.83,Barzahlung,1,Nein
102,2025-06-09 11:14:49,Tracie Enrich,berlin,Monitor,Zubehör,4,508.9,PayPal,5,Nein
103,2026-05-25 6:13:07,Frazer Wilber,Stuttgart,Kopfhörer,Electronics,7,1118.07,Kreditkarte,4,Nein
104,2025-07-18 5:00:31,Bamby Fleming,München,Monitor,Electronics,1,843,Barzahlung,5,Nein
105,2026-01-18 23:34:32,Arabel Yard,Leipzig,Tastatur,Zubehör,9,1172.37,Banküberweisung,4,Nein
106,2026-03-25 23:29:06,Estel Grigori,München,Maus,Electronics,1,809.36,Banküberweisung,4,Nein
107,2025-11-17 8:19:32,Fernandina Worling,Berlin,USB-Hub,Electronics,7,837.5,Kreditkarte,4,Nein
108,2025-11-15 2:07:17,Archambault Bagnall,Frankfurt,Tastatur,Electronics,10,1083.09,Kreditkarte,5,Ja
109,2025-11-26 1:33:05,Katharine Franiak,Hamburg,Laptop,Electronics,1,382.15,Barzahlung,5,Ja
110,2026-05-23 15:15:59,Taylor Booty,Berlin,Monitor,Electronics,8,990.25,Barzahlung,2,Nein
111,2025-09-24 18:19:00,Inglis Delahunty,Leipzig,USB-Hub,Zubehör,5,965,Banküberweisung,3,Ja
112,2026-05-15 16:26:49,Blanche Riccardelli,München,USB-Hub,Electronics,5,1175.77,Barzahlung,4,Nein
113,2026-01-17 23:22:49,Hamlin Hazart,Frankfurt,Maus,Electronics,4,848.49,Banküberweisung,3,Ja
114,2025-11-23 21:56:18,Julia Mityukov,Stuttgart,USB-Hub,Electronics,8,878.31,Banküberweisung,1,Nein
115,2025-07-16 4:03:16,Wolfy Muge,Berlin,Maus,Zubehör,8,815.24,Banküberweisung,4,Nein
116,2025-12-07 19:27:04,Cathrine MacShane,Leipzig,USB-Hub,Zubehör,1,551.72,Banküberweisung,5,Nein
117,2025-09-17 13:58:54,Gothart Hugueville,Hamburg,Smartphone,Zubehör,1,802.5,Barzahlung,3,Nein
118,2026-02-16 5:55:55,Ajay Martel,Stuttgart,Tastatur,Zubehör,2,519.16,Kreditkarte,3,Nein
119,2025-06-24 23:28:56,Ayn Saddington,Hamburg,USB-Hub,Zubehör,10,319.73,PayPal,5,Nein
120,2025-08-30 13:39:36,Peterus Thrush,Leipzig,Webcam,Zubehör,6,213.79,Banküberweisung,4,Nein
121,2025-07-05 7:16:32,Corie Field,Köln,Kopfhörer,Electronics,7,66.35,Kreditkarte,2,Nein
122,2026-04-19 9:02:13,Lin Chantillon,München,Maus,Electronics,5,384.11,Kreditkarte,2,Nein
123,2025-10-11 4:47:58,Susann Squeers,München,Smartphone,Electronics,9,138.32,PayPal,1,Nein
124,2026-03-03 5:25:12,Barbie Lebourn,Berlin,Tastatur,Zubehör,4,154.1,Barzahlung,2,Ja
125,2025-06-13 17:28:05,Baillie Clynter,Düsseldorf,Laptop,Zubehör,9,580.59,Kreditkarte,1,Nein
126,2026-03-02 4:52:41,Rhodie Defrain,Köln,Maus,Electronics,6,874.14,PayPal,5,Nein
127,2025-10-27 12:06:51,Barrie Baudi,Leipzig,Monitor,Zubehör,7,1009.18,Banküberweisung,5,Nein
128,2026-04-12 1:45:06,Lark Harflete,Hamburg,Laptop,Zubehör,8,877.53,Kreditkarte,3,Nein
129,2025-06-16 3:43:51,Nevil Questier,Hamburg,Smartphone,Zubehör,8,1129.17,Kreditkarte,1,Nein
130,2026-03-02 17:07:02,Mead Arrigucci,München,Kopfhörer,Electronics,1,1161.72,PayPal,2,Nein
131,2025-12-27 8:46:12,Harriett Ridings,Hamburg,Monitor,Zubehör,6,379.92,Banküberweisung,5,Nein
132,2025-08-07 20:45:12,Eben Parrot,Leipzig,Maus,Zubehör,2,256.5,Kreditkarte,1,Ja
133,2025-09-18 14:55:14,Samantha Cumberland,Frankfurt,Smartphone,Zubehör,4,961.37,Barzahlung,1,Nein
134,2025-09-19 0:37:43,Jo ann Molineaux,München,Maus,Electronics,6,410.2,Barzahlung,5,Ja
135,2026-02-15 4:36:38,Graham Baistow,Hamburg,Maus,Electronics,1,772.43,Banküberweisung,5,Ja
136,2025-06-15 8:13:01,Rubie Lancashire,Stuttgart,Laptop,Zubehör,6,971.5,Kreditkarte,4,Nein
137,2026-05-08 3:04:32,Hannis Tanman,Leipzig,Monitor,Zubehör,7,1034.72,PayPal,3,Nein
138,2025-08-07 17:12:56,Leandra Walwood,MÜNCHEN,Webcam,Zubehör,1,789.57,Barzahlung,2,Nein
139,2026-02-22 9:50:49,Chevy Bolle,Frankfurt,USB-Hub,Zubehör,9,150.72,Kreditkarte,2,Nein
140,2025-08-09 6:22:57,Dorolisa Garfoot,Berlin,Maus,Electronics,6,442.03,PayPal,5,Nein
141,2026-02-20 14:00:32,Vin MacGhee,Berlin,Smartphone,Electronics,6,1173.19,Banküberweisung,4,Nein
142,2025-08-18 11:36:00,Kristian Peret,Düsseldorf,Tastatur,Zubehör,3,626.6,Kreditkarte,2,Ja
143,2026-02-06 2:43:59,Carl Dowdle,Köln,USB-Hub,Zubehör,4,741.48,Banküberweisung,5,Nein
144,2025-06-22 15:12:26,Gil Tythe,München,Laptop,Zubehör,5,198.81,PayPal,2,Nein
145,2026-04-22 23:30:38,Lesley Symons,München,Tastatur,Electronics,1,221.02,Kreditkarte,1,Nein
146,2025-12-12 21:02:25,Annamaria Gulleford,Leipzig,Laptop,Zubehör,5,467.15,Barzahlung,3,Nein
147,2026-01-07 11:38:31,Dulcea Dutchburn,Köln,Laptop,Electronics,7,937.89,Barzahlung,2,Ja
148,2025-07-06 10:20:01,Tris Milby,Hamburg,Laptop,Zubehör,3,995.6,Barzahlung,1,Nein
149,2026-05-02 22:16:13,Ulrike Tripett,Hamburg,Webcam,Zubehör,6,818.5,Barzahlung,3,Nein
150,2025-08-25 1:11:05,Franciskus Horsell,Stuttgart,Laptop,Electronics,9,515.52,Barzahlung,3,Nein
151,2026-04-25 10:28:36,Clarine Pughe,Frankfurt,Monitor,Electronics,5,373.48,Banküberweisung,3,Nein
152,2025-12-28 8:26:21,Oralla Wythe,München,Kopfhörer,Electronics,8,204.35,Barzahlung,1,Nein
153,2025-12-03 1:41:07,Kathlin Prettejohns,Stuttgart,Tastatur,Electronics,2,1092.67,PayPal,3,Nein
154,2026-01-21 9:27:34,Adrianne Cottam,Hamburg,Tastatur,Electronics,6,1136.53,PayPal,3,Nein
155,2026-04-24 4:12:34,Derk Brazer,Frankfurt,Tastatur,Electronics,5,736.43,Banküberweisung,5,Nein
156,2026-03-28 23:10:03,Dynah Itzkov,Frankfurt,Tastatur,Electronics,8,43.21,PayPal,1,Nein
157,2026-01-21 22:28:29,Cale Penticoot,Leipzig,Webcam,Zubehör,7,824.05,Kreditkarte,2,Nein
158,2025-07-24 19:34:50,Celestyna Pattrick,München,Maus,Zubehör,1,702.93,PayPal,4,Ja
159,2025-07-21 0:35:11,Lucky Treker,Düsseldorf,Laptop,Electronics,8,736.79,Kreditkarte,1,Nein
160,2025-11-16 2:52:48,Dalis Sandhill,Frankfurt,Tastatur,Zubehör,7,546.7,Kreditkarte,1,Nein
161,2025-08-28 2:15:26,Gretchen Allender,Düsseldorf,Kopfhörer,Zubehör,10,121.83,PayPal,3,Nein
162,2025-08-28 20:38:57,Thelma Quant,Frankfurt,Tastatur,Zubehör,6,292.87,Kreditkarte,,Nein
163,2026-05-23 9:21:31,Aggie Brookz,Frankfurt,Monitor,Electronics,6,1115.97,Barzahlung,5,Nein
164,2025-07-06 5:39:08,Pearce Fullman,Berlin,Kopfhörer,Electronics,5,260.59,PayPal,4,Nein
165,2025-06-08 11:38:21,Kerk Schmuhl,München,Kopfhörer,Electronics,9,201.27,Banküberweisung,5,Nein
166,2025-12-09 13:52:07,Nancy Brokenshaw,Stuttgart,Webcam,Electronics,7,750.52,PayPal,2,Nein
167,2025-09-19 15:18:40,Richart Halliburton,Stuttgart,Webcam,Zubehör,5,99.19,Banküberweisung,4,Nein
168,2025-09-29 23:27:02,Darby Perico,Düsseldorf,Webcam,Electronics,9,614.43,Barzahlung,5,Ja
169,2026-01-19 9:49:11,Damon Luney,Leipzig,Monitor,Electronics,9,779.49,Barzahlung,4,Nein
170,2026-04-20 19:52:08,Marj Doubleday,Frankfurt,Laptop,Zubehör,7,936.43,PayPal,4,Ja
171,2026-01-04 8:31:26,Dinah Gorst,Hamburg,Smartphone,Zubehör,10,402.25,Barzahlung,5,Nein
172,2025-07-03 15:27:35,Charmain Ybarra,Hamburg,Laptop,Electronics,7,40.51,Kreditkarte,5,Nein
173,2025-12-30 10:43:10,Witty Verecker,Hamburg,Maus,Electronics,1,1077.31,Kreditkarte,4,Nein
174,2025-09-26 21:34:11,Matti Chaman,Frankfurt,Maus,Electronics,7,94.89,Banküberweisung,1,Nein
175,2026-01-03 7:17:59,Maisey Prior,Leipzig,Laptop,Zubehör,10,178.39,Kreditkarte,5,Nein
176,2026-05-16 13:59:08,Reggi Lowen,Köln,Monitor,Zubehör,5,307.4,Banküberweisung,4,Nein
177,2025-08-23 5:42:19,Dominica McDavitt,Frankfurt,Maus,Electronics,9,182.46,Banküberweisung,2,Nein
178,2025-10-27 5:20:19,Jereme Foottit,Stuttgart,USB-Hub,Electronics,7,972.97,Banküberweisung,5,Nein
179,2025-08-15 15:27:45,Yehudi Leppard,Leipzig,Tastatur,Zubehör,1,605.81,PayPal,5,Nein
180,2026-04-10 23:54:00,Zorah Woloschinski,Stuttgart,Maus,Electronics,6,999.83,PayPal,1,Ja
181,2025-09-13 14:44:46,Rakel Crampton,Düsseldorf,USB-Hub,Zubehör,1,782.11,Kreditkarte,4,Ja
182,2026-03-11 18:33:13,Caesar Dillimore,Leipzig,Tastatur,Zubehör,7,785.96,Banküberweisung,5,Nein
183,2025-08-28 8:06:18,Ulrike Parren,Düsseldorf,Webcam,Electronics,3,446.53,Barzahlung,1,Nein
184,2025-09-26 12:50:44,Rhona Beggin,Leipzig,Maus,Electronics,6,441.04,Banküberweisung,1,Ja
185,2025-12-03 13:38:45,Drusi Klaas,Köln,Webcam,Electronics,1,282.82,Kreditkarte,1,Nein
186,2025-08-04 5:13:28,Cristionna Castaignet,Hamburg,Laptop,Zubehör,2,432.03,Kreditkarte,4,Nein
187,2026-05-13 16:12:39,Odette Clabburn,Frankfurt,Webcam,Zubehör,4,476.06,Barzahlung,2,Nein
188,2025-12-04 0:36:11,Barron Terbrugge,München,Maus,Zubehör,9,156.73,PayPal,1,Nein
189,2025-06-14 0:10:06,Lyle Prestner,München,Laptop,Electronics,3,994.25,PayPal,5,Nein
190,2026-04-09 11:22:34,Vern Alldridge,Köln,Monitor,Zubehör,9,1086.13,Banküberweisung,4,Nein
191,2025-06-16 15:29:11,Stewart Huard,Frankfurt,USB-Hub,Electronics,9,158.22,Banküberweisung,1,Nein
192,2025-08-04 5:51:40,Raphael Bricksey,Frankfurt,Smartphone,Electronics,10,356.76,Kreditkarte,1,Nein
193,2025-12-18 1:59:06,Duffie Corpe,Hamburg,Maus,Electronics,2,749.91,PayPal,1,Nein
194,2025-12-13 0:29:18,Luis Whitnall,Düsseldorf,Maus,Electronics,8,474.93,PayPal,4,Nein
195,2025-10-13 11:13:20,Gertrudis Boys,Köln,Smartphone,Electronics,3,1079.96,Barzahlung,2,Nein
196,2025-06-09 5:19:19,Marge Dabes,Frankfurt,Webcam,Electronics,10,337.04,PayPal,2,Ja
197,2026-05-01 7:10:49,Ravid Doel,Köln,Webcam,Electronics,6,596.98,Kreditkarte,2,Ja
198,2025-11-27 2:52:39,Sherilyn Streat,Köln,Webcam,Zubehör,1,745.7,PayPal,3,Nein
199,2026-03-06 5:50:04,Keely Blagbrough,München,USB-Hub,Electronics,3,837.48,Kreditkarte,1,Nein
200,2026-04-23 1:35:52,Adham Draude,Berlin,Webcam,Electronics,6,910.54,Banküberweisung,4,Nein
201,2025-11-15 18:11:17,Aleksandr Hastler,Leipzig,Maus,Zubehör,7,695.46,Banküberweisung,5,Nein
202,2026-05-15 0:48:40,Daron Rudwell,Berlin,Tastatur,Zubehör,3,1061.33,Kreditkarte,3,Nein
203,2025-12-27 8:16:29,Editha Tordoff,Düsseldorf,Maus,Electronics,8,301.02,PayPal,2,Nein
204,2026-01-03 12:24:16,Jorge MacFarlan,Köln,Webcam,Electronics,5,650.41,Banküberweisung,1,Nein
205,2025-07-21 15:45:04,Winifred Macy,Frankfurt,Monitor,Zubehör,1,19.78,Barzahlung,2,Nein
206,2026-01-29 1:14:08,Shane Antuoni,Frankfurt,Laptop,Zubehör,10,484.09,PayPal,2,Ja
207,2026-03-18 16:36:58,Alberik Purches,Düsseldorf,Monitor,Zubehör,5,180.48,Kreditkarte,2,Nein
208,2025-10-24 0:59:20,Perceval Lensch,Hamburg,Maus,Zubehör,9,684.58,PayPal,1,Nein
209,2026-05-29 17:55:41,Donni Brand,Berlin,Smartphone,Electronics,1,588.28,Banküberweisung,3,Ja
210,2026-02-09 7:03:01,Gretta Fillis,Hamburg,Maus,Electronics,8,632.35,Banküberweisung,5,Ja
211,2025-06-13 19:42:50,Raimundo Akam,Berlin,Monitor,Electronics,5,637.17,Banküberweisung,2,Ja
212,2026-01-30 14:24:59,Murray Otley,Hamburg,Maus,Zubehör,8,727.62,Kreditkarte,2,Nein
213,2026-03-01 21:45:39,Alix Caustic,Frankfurt,Maus,Zubehör,2,1182.45,Kreditkarte,3,Nein
214,2026-05-16 10:06:21,Florance O'Dunniom,MÜNCHEN,Webcam,Electronics,3,932.46,PayPal,5,Ja
215,2026-02-05 21:50:33,Marthe Bauld,Stuttgart,Webcam,Electronics,9,1147.46,Barzahlung,4,Nein
216,2025-08-17 16:10:02,Regina Greenhaugh,Köln,Monitor,Zubehör,6,743.67,Kreditkarte,4,Nein
217,2025-06-14 8:46:04,Ricky de Tocqueville,Frankfurt,Maus,Zubehör,3,140.52,Banküberweisung,1,Ja
218,2025-06-23 5:11:59,Ramonda Mechi,Hamburg,Smartphone,Zubehör,7,765.83,Banküberweisung,2,Nein
219,2026-05-01 22:43:16,Zachery Palmar,Stuttgart,USB-Hub,Electronics,3,538.57,Banküberweisung,4,Ja
220,2025-06-19 15:08:40,Waiter Mayell,Frankfurt,Maus,Electronics,10,238.21,Banküberweisung,4,Nein
221,2025-08-25 21:50:26,Binky Wreiford,Stuttgart,Laptop,Electronics,5,491.31,PayPal,2,Ja
222,2026-01-24 15:04:54,Myrtice Dozdill,Leipzig,Kopfhörer,Zubehör,7,1199.53,PayPal,5,Nein
223,2026-02-03 4:10:11,Car Wringe,Frankfurt,Tastatur,Electronics,9,0,Kreditkarte,1,Nein
224,2026-05-23 14:27:53,Dimitri Huffy,München,Smartphone,Zubehör,3,625.97,Kreditkarte,5,Ja
225,2026-01-21 5:44:22,Lanny Ezzle,Hamburg,Webcam,Electronics,9,619.71,Barzahlung,2,Nein
226,2025-08-04 11:50:27,Raina Monget,Berlin,Laptop,Electronics,10,258.44,Kreditkarte,4,Nein
227,2026-05-12 3:38:17,Helene Streather,Hamburg,Smartphone,Electronics,3,563.17,PayPal,3,Nein
228,2026-02-13 11:40:23,Burnard Pighills,Frankfurt,Kopfhörer,Zubehör,6,24.45,Barzahlung,1,Nein
229,2026-03-12 8:23:03,Aimil Burge,Berlin,Laptop,Zubehör,7,937.65,Banküberweisung,4,Nein
230,2025-08-27 2:57:26,Shalom Halfacre,München,Monitor,Zubehör,6,99.16,Banküberweisung,5,Ja
231,2026-05-06 8:54:24,Jacqueline Chestnutt,Frankfurt,USB-Hub,Electronics,5,1070.1,PayPal,2,Nein
