transaction_id,timestamp,customer_name,city,product,category,quantity,unit_price_eur,payment_method,satisfaction_score,returned
95,2025-01-08,Christina Langdon,Stuttgart,Tastatur,Electronics,1,726.66,Kreditkarte,4,Nein
96,2025-11-13,Winnah Crosseland,Stuttgart,Maus,Electronics,2,476.74,PayPal,2,Nein
97,2026-02-16,Julio Tewelson,Frankfurt,Monitor,Electronics,8,1171.09,Barzahlung,4,Nein
98,2026-04-14,Northrop Reisenberg,Köln,USB-Hub,Zubehör,2,983.08,Kreditkarte,4,Nein
99,2025-01-10,Meggie Evitts,Leipzig,USB-Hub,Electronics,4,461.86,PayPal,4,Nein
100,2025-08-05,Chelsey Harrigan,Frankfurt,Kopfhörer,Zubehör,6,913.58,Banküberweisung,1,Nein
101,2025-11-10,Teodoor Duffree,Düsseldorf,Webcam,Electronics,3,1043.83,Barzahlung,1,Nein
102,2025-02-16,Tracie Enrich,berlin,Monitor,Zubehör,4,508.9,PayPal,5,Nein
103,2025-10-30,Frazer Wilber,Stuttgart,Kopfhörer,Electronics,7,1118.07,Kreditkarte,4,Nein
104,2026-04-25,Bamby Fleming,München,Monitor,Electronics,1,843.0,Barzahlung,5,Nein
105,2025-02-07,Arabel Yard,Leipzig,Tastatur,Zubehör,9,1172.37,Banküberweisung,4,Nein
106,2025-05-25,Estel Grigori,München,Maus,Electronics,1,809.36,Banküberweisung,4,Nein
107,2025-01-16,Fernandina Worling,Berlin,USB-Hub,Electronics,7,837.5,Kreditkarte,4,Nein
108,2026-03-18,Archambault Bagnall,Frankfurt,Tastatur,Electronics,10,1083.09,Kreditkarte,5,Ja
109,2025-09-20,Katharine Franiak,Hamburg,Laptop,Electronics,1,382.15,Barzahlung,5,Ja
110,2026-03-11,Taylor Booty,Berlin,Monitor,Electronics,8,990.25,Barzahlung,2,Nein
111,2025-02-01,Inglis Delahunty,Leipzig,USB-Hub,Zubehör,5,965.0,Banküberweisung,3,Ja
112,2026-01-25,Blanche Riccardelli,München,USB-Hub,Electronics,5,1175.77,Barzahlung,4,Nein
113,2026-02-25,Hamlin Hazart,Frankfurt,Maus,Electronics,4,848.49,Banküberweisung,3,Ja
114,2025-05-15,Julia Mityukov,Stuttgart,USB-Hub,Electronics,8,878.31,Banküberweisung,1,Nein
115,2025-11-20,Wolfy Muge,Berlin,Maus,Zubehör,8,815.24,Banküberweisung,4,Nein
116,2025-03-26,Cathrine MacShane,Leipzig,USB-Hub,Zubehör,1,551.72,Banküberweisung,5,Nein
117,2025-09-26,Gothart Hugueville,Hamburg,Smartphone,Zubehör,1,802.5,Barzahlung,3,Nein
118,2025-12-21,Ajay Martel,Stuttgart,Tastatur,Zubehör,2,519.16,Kreditkarte,3,Nein
119,2025-06-24,Ayn Saddington,Hamburg,USB-Hub,Zubehör,10,319.73,PayPal,5,Nein
120,2026-05-26,Peterus Thrush,Leipzig,Webcam,Zubehör,6,213.79,Banküberweisung,4,Nein
121,2026-04-21,Corie Field,Köln,Kopfhörer,Electronics,7,66.35,Kreditkarte,2,Nein
122,2025-12-23,Lin Chantillon,München,Maus,Electronics,5,384.11,Kreditkarte,2,Nein
123,2025-07-05,Susann Squeers,München,Smartphone,Electronics,9,138.32,PayPal,1,Nein
124,2025-02-05,Barbie Lebourn,Berlin,Tastatur,Zubehör,4,154.1,Barzahlung,2,Ja
125,2025-03-30,Baillie Clynter,Düsseldorf,Laptop,Zubehör,9,580.59,Kreditkarte,1,Nein
126,2025-04-29,Rhodie Defrain,Köln,Maus,Electronics,6,874.14,PayPal,5,Nein
127,2025-05-31,Barrie Baudi,Leipzig,Monitor,Zubehör,7,1009.18,Banküberweisung,5,Nein
128,2025-07-15,Lark Harflete,Hamburg,Laptop,Zubehör,8,877.53,Kreditkarte,3,Nein
129,2025-04-01,Nevil Questier,Hamburg,Smartphone,Zubehör,8,1129.17,Kreditkarte,1,Nein
130,2025-05-27,Mead Arrigucci,München,Kopfhörer,Electronics,1,1161.72,PayPal,2,Nein
131,2025-07-05,Harriett Ridings,Hamburg,Monitor,Zubehör,6,379.92,Banküberweisung,5,Nein
132,2025-02-18,Eben Parrot,Leipzig,Maus,Zubehör,2,256.5,Kreditkarte,1,Ja
133,2025-03-05,Samantha Cumberland,Frankfurt,Smartphone,Zubehör,4,961.37,Barzahlung,1,Nein
134,2025-03-02,Jo ann Molineaux,München,Maus,Electronics,6,410.2,Barzahlung,5,Ja
135,2026-02-08,Graham Baistow,Hamburg,Maus,Electronics,1,772.43,Banküberweisung,5,Ja
136,2025-05-23,Rubie Lancashire,Stuttgart,Laptop,Zubehör,6,971.5,Kreditkarte,4,Nein
137,2025-04-18,Hannis Tanman,Leipzig,Monitor,Zubehör,7,1034.72,PayPal,3,Nein
138,2025-08-28,Leandra Walwood,MÜNCHEN,Webcam,Zubehör,1,789.57,Barzahlung,2,Nein
139,2025-01-10,Chevy Bolle,Frankfurt,USB-Hub,Zubehör,9,150.72,Kreditkarte,2,Nein
140,2025-06-12,Dorolisa Garfoot,Berlin,Maus,Electronics,6,442.03,PayPal,5,Nein
141,2025-07-14,Vin MacGhee,Berlin,Smartphone,Electronics,6,1173.19,Banküberweisung,4,Nein
142,2026-05-15,Kristian Peret,Düsseldorf,Tastatur,Zubehör,3,626.6,Kreditkarte,2,Ja
143,2025-11-22,Carl Dowdle,Köln,USB-Hub,Zubehör,4,741.48,Banküberweisung,5,Nein
144,2025-04-28,Gil Tythe,München,Laptop,Zubehör,5,198.81,PayPal,2,Nein
145,2026-04-22,Lesley Symons,München,Tastatur,Electronics,1,221.02,Kreditkarte,1,Nein
146,2026-05-23,Annamaria Gulleford,Leipzig,Laptop,Zubehör,5,467.15,Barzahlung,3,Nein
147,2026-02-20,Dulcea Dutchburn,Köln,Laptop,Electronics,7,937.89,Barzahlung,2,Ja
148,2026-05-25,Tris Milby,Hamburg,Laptop,Zubehör,3,995.6,Barzahlung,1,Nein
149,2025-04-08,Ulrike Tripett,Hamburg,Webcam,Zubehör,6,818.5,Barzahlung,3,Nein
150,2025-09-27,Franciskus Horsell,Stuttgart,Laptop,Electronics,9,515.52,Barzahlung,3,Nein
151,2025-01-29,Clarine Pughe,Frankfurt,Monitor,Electronics,5,373.48,Banküberweisung,3,Nein
152,2026-01-13,Oralla Wythe,München,Kopfhörer,Electronics,8,204.35,Barzahlung,1,Nein
153,2025-03-12,Kathlin Prettejohns,Stuttgart,Tastatur,Electronics,2,1092.67,PayPal,3,Nein
154,2025-03-29,Adrianne Cottam,Hamburg,Tastatur,Electronics,6,1136.53,PayPal,3,Nein
155,2025-06-10,Derk Brazer,Frankfurt,Tastatur,Electronics,5,736.43,Banküberweisung,5,Nein
156,2025-12-23,Dynah Itzkov,Frankfurt,Tastatur,Electronics,8,43.21,PayPal,1,Nein
157,2026-02-01,Cale Penticoot,Leipzig,Webcam,Zubehör,7,824.05,Kreditkarte,2,Nein
158,2026-03-07,Celestyna Pattrick,München,Maus,Zubehör,1,702.93,PayPal,4,Ja
159,2026-01-23,Lucky Treker,Düsseldorf,Laptop,Electronics,8,736.79,Kreditkarte,1,Nein
160,2025-06-12,Dalis Sandhill,Frankfurt,Tastatur,Zubehör,7,546.7,Kreditkarte,1,Nein
161,2025-02-01,Gretchen Allender,Düsseldorf,Kopfhörer,Zubehör,10,121.83,PayPal,3,Nein
162,2026-01-20,Thelma Quant,Frankfurt,Tastatur,Zubehör,6,292.87,Kreditkarte,,Nein
163,2025-06-22,Aggie Brookz,Frankfurt,Monitor,Electronics,6,1115.97,Barzahlung,5,Nein
164,2026-05-13,Pearce Fullman,Berlin,Kopfhörer,Electronics,5,260.59,PayPal,4,Nein
165,2025-03-30,Kerk Schmuhl,München,Kopfhörer,Electronics,9,201.27,Banküberweisung,5,Nein
166,2025-02-10,Nancy Brokenshaw,Stuttgart,Webcam,Electronics,7,750.52,PayPal,2,Nein
167,2026-03-23,Richart Halliburton,Stuttgart,Webcam,Zubehör,5,99.19,Banküberweisung,4,Nein
168,2025-04-06,Darby Perico,Düsseldorf,Webcam,Electronics,9,614.43,Barzahlung,5,Ja
169,2026-02-03,Damon Luney,Leipzig,Monitor,Electronics,9,779.49,Barzahlung,4,Nein
170,2025-08-11,Marj Doubleday,Frankfurt,Laptop,Zubehör,7,936.43,PayPal,4,Ja
171,2026-02-18,Dinah Gorst,Hamburg,Smartphone,Zubehör,10,402.25,Barzahlung,5,Nein
172,2025-11-15,Charmain Ybarra,Hamburg,Laptop,Electronics,7,40.51,Kreditkarte,5,Nein
173,2025-07-28,Witty Verecker,Hamburg,Maus,Electronics,1,1077.31,Kreditkarte,4,Nein
174,2026-02-26,Matti Chaman,Frankfurt,Maus,Electronics,7,94.89,Banküberweisung,1,Nein
175,2026-01-02,Maisey Prior,Leipzig,Laptop,Zubehör,10,178.39,Kreditkarte,5,Nein
176,2026-02-20,Reggi Lowen,Köln,Monitor,Zubehör,5,307.4,Banküberweisung,4,Nein
177,2025-12-07,Dominica McDavitt,Frankfurt,Maus,Electronics,9,182.46,Banküberweisung,2,Nein
178,2025-09-07,Jereme Foottit,Stuttgart,USB-Hub,Electronics,7,972.97,Banküberweisung,5,Nein
179,2025-06-04,Yehudi Leppard,Leipzig,Tastatur,Zubehör,1,605.81,PayPal,5,Nein
180,2025-07-04,Zorah Woloschinski,Stuttgart,Maus,Electronics,6,999.83,PayPal,1,Ja
181,2025-03-13,Rakel Crampton,Düsseldorf,USB-Hub,Zubehör,1,782.11,Kreditkarte,4,Ja
182,2025-11-06,Caesar Dillimore,Leipzig,Tastatur,Zubehör,7,785.96,Banküberweisung,5,Nein
183,2025-02-18,Ulrike Parren,Düsseldorf,Webcam,Electronics,3,446.53,Barzahlung,1,Nein
184,2025-01-16,Rhona Beggin,Leipzig,Maus,Electronics,6,441.04,Banküberweisung,1,Ja
185,2026-05-16,Drusi Klaas,Köln,Webcam,Electronics,1,282.82,Kreditkarte,1,Nein
186,2025-02-05,Cristionna Castaignet,Hamburg,Laptop,Zubehör,2,432.03,Kreditkarte,4,Nein
187,2025-04-07,Odette Clabburn,Frankfurt,Webcam,Zubehör,4,476.06,Barzahlung,2,Nein
188,2026-01-20,Barron Terbrugge,München,Maus,Zubehör,9,156.73,PayPal,1,Nein
189,2025-10-19,Lyle Prestner,München,Laptop,Electronics,3,994.25,PayPal,5,Nein
190,2025-07-31,Vern Alldridge,Köln,Monitor,Zubehör,9,1086.13,Banküberweisung,4,Nein
191,2025-10-28,Stewart Huard,Frankfurt,USB-Hub,Electronics,9,158.22,Banküberweisung,1,Nein
192,2025-11-13,Raphael Bricksey,Frankfurt,Smartphone,Electronics,10,356.76,Kreditkarte,1,Nein
193,2025-10-04,Duffie Corpe,Hamburg,Maus,Electronics,2,749.91,PayPal,1,Nein
194,2025-01-09,Luis Whitnall,Düsseldorf,Maus,Electronics,8,474.93,PayPal,4,Nein
195,2025-01-12,Gertrudis Boys,Köln,Smartphone,Electronics,3,1079.96,Barzahlung,2,Nein
196,2026-01-11,Marge Dabes,Frankfurt,Webcam,Electronics,10,337.04,PayPal,2,Ja
197,2026-04-28,Ravid Doel,Köln,Webcam,Electronics,6,596.98,Kreditkarte,2,Ja
198,2025-09-25,Sherilyn Streat,Köln,Webcam,Zubehör,1,745.7,PayPal,3,Nein
199,2025-02-09,Keely Blagbrough,München,USB-Hub,Electronics,3,837.48,Kreditkarte,1,Nein
200,2026-05-11,Adham Draude,Berlin,Webcam,Electronics,6,910.54,Banküberweisung,4,Nein
201,2026-04-16,Aleksandr Hastler,Leipzig,Maus,Zubehör,7,695.46,Banküberweisung,5,Nein
202,2025-11-18,Daron Rudwell,Berlin,Tastatur,Zubehör,3,1061.33,Kreditkarte,3,Nein
203,2026-03-30,Editha Tordoff,Düsseldorf,Maus,Electronics,8,301.02,PayPal,2,Nein
204,2025-11-21,Jorge MacFarlan,Köln,Webcam,Electronics,5,650.41,Banküberweisung,1,Nein
205,2025-02-27,Winifred Macy,Frankfurt,Monitor,Zubehör,1,19.78,Barzahlung,2,Nein
206,2026-03-31,Shane Antuoni,Frankfurt,Laptop,Zubehör,10,484.09,PayPal,2,Ja
207,2025-04-07,Alberik Purches,Düsseldorf,Monitor,Zubehör,5,180.48,Kreditkarte,2,Nein
208,2026-02-03,Perceval Lensch,Hamburg,Maus,Zubehör,9,684.58,PayPal,1,Nein
209,2026-03-19,Donni Brand,Berlin,Smartphone,Electronics,1,588.28,Banküberweisung,3,Ja
210,2025-01-13,Gretta Fillis,Hamburg,Maus,Electronics,8,632.35,Banküberweisung,5,Ja
211,2025-02-13,Raimundo Akam,Berlin,Monitor,Electronics,5,637.17,Banküberweisung,2,Ja
212,2025-08-10,Murray Otley,Hamburg,Maus,Zubehör,8,727.62,Kreditkarte,2,Nein
213,2026-03-30,Alix Caustic,Frankfurt,Maus,Zubehör,2,1182.45,Kreditkarte,3,Nein
214,2026-02-11,Florance O'Dunniom,MÜNCHEN,Webcam,Electronics,3,932.46,PayPal,5,Ja
215,2025-06-29,Marthe Bauld,Stuttgart,Webcam,Electronics,9,1147.46,Barzahlung,4,Nein
216,2025-06-04,Regina Greenhaugh,Köln,Monitor,Zubehör,6,743.67,Kreditkarte,4,Nein
217,2025-01-07,Ricky de Tocqueville,Frankfurt,Maus,Zubehör,3,140.52,Banküberweisung,1,Ja
218,2025-05-14,Ramonda Mechi,Hamburg,Smartphone,Zubehör,7,765.83,Banküberweisung,2,Nein
219,2026-05-09,Zachery Palmar,Stuttgart,USB-Hub,Electronics,3,538.57,Banküberweisung,4,Ja
220,2026-05-06,Waiter Mayell,Frankfurt,Maus,Electronics,10,238.21,Banküberweisung,4,Nein
221,2026-05-27,Binky Wreiford,Stuttgart,Laptop,Electronics,5,491.31,PayPal,2,Ja
222,2025-05-02,Myrtice Dozdill,Leipzig,Kopfhörer,Zubehör,7,1199.53,PayPal,5,Nein
223,2025-10-29,Car Wringe,Frankfurt,Tastatur,Electronics,9,0.00,Kreditkarte,1,Nein
224,2025-12-18,Dimitri Huffy,München,Smartphone,Zubehör,3,625.97,Kreditkarte,5,Ja
225,2026-02-26,Lanny Ezzle,Hamburg,Webcam,Electronics,9,619.71,Barzahlung,2,Nein
226,2026-01-05,Raina Monget,Berlin,Laptop,Electronics,10,258.44,Kreditkarte,4,Nein
227,2025-10-28,Helene Streather,Hamburg,Smartphone,Electronics,3,563.17,PayPal,3,Nein
228,2025-03-26,Burnard Pighills,Frankfurt,Kopfhörer,Zubehör,6,24.45,Barzahlung,1,Nein
229,2025-03-26,Aimil Burge,Berlin,Laptop,Zubehör,7,937.65,Banküberweisung,4,Nein
230,2026-05-17,Shalom Halfacre,München,Monitor,Zubehör,6,99.16,Banküberweisung,5,Ja
231,2025-02-07,Jacqueline Chestnutt,Frankfurt,USB-Hub,Electronics,5,1070.1,PayPal,2,Nein
232,2025-04-21,Angie Alessandone,Köln,USB-Hub,Zubehör,1,842.2,Barzahlung,4,Nein
233,2025-01-05,Hermina Tellwright,Berlin,USB-Hub,Zubehör,1,791.56,Barzahlung,2,Nein
234,2025-01-25,Brod Haslegrave,Stuttgart,Smartphone,Zubehör,7,1026.78,Banküberweisung,1,Nein
235,2026-04-22,Rollin Crowson,Berlin,Maus,Zubehör,8,335.88,Kreditkarte,5,Nein
236,2026-04-06,Regen Mancer,Stuttgart,Laptop,Electronics,2,486.0,Banküberweisung,3,Nein
237,2026-03-27,Ramona Redhouse,Leipzig,Kopfhörer,Electronics,7,170.15,PayPal,1,Nein
238,2025-09-13,Jobi Bernardt,Köln,Tastatur,Electronics,10,1051.97,Banküberweisung,5,Nein
239,2025-05-09,Nicki Hawley,München,Monitor,Electronics,6,1187.8,Kreditkarte,2,Nein
240,2025-03-11,Gabriello Plumbley,Hamburg,Tastatur,Electronics,5,459.57,PayPal,3,Nein
241,2025-07-05,Denys Allsop,Hamburg,Tastatur,Electronics,7,72.07,Banküberweisung,2,Nein
242,2025-07-12,Connie Melling,Frankfurt,Webcam,Electronics,4,119.84,Kreditkarte,2,Ja
243,2025-04-01,Shane Tow,Berlin,USB-Hub,Electronics,2,955.73,Banküberweisung,4,Nein
244,2026-01-23,Jimmie Huie,München,Monitor,Zubehör,1,158.58,Barzahlung,1,Nein
245,2025-11-25,Livy Munkley,Hamburg,Smartphone,Zubehör,9,206.28,PayPal,2,Nein
246,2026-05-15,Gerti Cordoba,Frankfurt,Smartphone,Electronics,10,626.59,PayPal,1,Ja
247,2025-12-04,Gianni Hay,München,Maus,Zubehör,10,480.0,PayPal,4,Nein
248,2025-04-24,Geoff Hawley,Stuttgart,USB-Hub,Electronics,1,778.55,Barzahlung,5,Ja
249,2025-10-15,Kristoforo Pearlman,Düsseldorf,Monitor,Electronics,4,1055.8,PayPal,2,Nein
250,2025-10-20,Darcie Pyke,Frankfurt,Tastatur,Zubehör,3,452.16,Banküberweisung,3,Nein
251,2025-09-24,Hershel McGilvra,Düsseldorf,USB-Hub,Zubehör,2,328.99,Banküberweisung,2,Nein
252,2026-05-19,Amalee Milsap,Düsseldorf,Maus,Zubehör,9,925.91,Kreditkarte,3,Nein
253,2025-06-27,Madison Glenn,Berlin,Maus,Zubehör,9,185.65,Banküberweisung,3,Nein
254,2025-04-26,Ag Ennals,München,Laptop,Electronics,3,1165.69,Barzahlung,5,Nein
255,2025-01-08,Artemis Josskoviz,Düsseldorf,Laptop,Electronics,6,525.98,PayPal,4,Nein
256,2026-01-23,Deonne Rand,Leipzig,Smartphone,Electronics,5,679.24,PayPal,3,Nein
257,2025-12-14,Virgie Whaymand,Berlin,Monitor,Electronics,6,1174.16,PayPal,5,Nein
